         2442696 function calls (2427279 primitive calls) in 1.390 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6845(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 _parser.py:574(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2163(_BlendedMixin)
        4    0.000    0.000    0.000    0.000 Image.py:522(size)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 patches.py:2352(LArrow)
        1    0.000    0.000    0.000    0.000 _datasource.py:101(__init__)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:1911(_shape_dispatcher)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:625(decorator)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(inv)
        1    0.000    0.000    0.000    0.000 tempfile.py:545(_TemporaryFileCloser)
        4    0.000    0.000    0.000    0.000 utils.py:53(<genexpr>)
        1    0.000    0.000    0.000    0.000 function_base.py:1895(vectorize)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:241(ALU)
        1    0.000    0.000    0.000    0.000 pyplot.py:401(_IoffContext)
        1    0.000    0.000    0.000    0.000 core.py:2383(_MaskedPrintOption)
        4    0.000    0.000    0.000    0.000 core.py:6433(__has_singleton)
        1    0.000    0.000    0.000    0.000 tempfile.py:262(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:906(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 ast.py:505(Num)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 Gio.py:78(DBusAnnotationInfo)
        1    0.000    0.000    0.000    0.000 spines.py:478(SpinesProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:2058(_OrderedSet)
        1    0.000    0.000    0.000    0.000 index_tricks.py:108(nd_grid)
        1    0.000    0.000    0.000    0.000 __init__.py:2285(subcls)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
        1    0.000    0.000    0.000    0.000 pathlib.py:613(__len__)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:624(_register_writer)
        1    0.000    0.000    0.000    0.000 rrule.py:1105(_iterinfo)
        1    0.000    0.000    0.000    0.000 utils.py:91(groupby)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1714(Ship)
        1    0.000    0.000    0.000    0.000 GLib.py:486(MainLoop)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:188(iTXt)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4738(__str__)
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:61(__init__)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 ImageFile.py:335(Parser)
        1    0.000    0.000    0.000    0.000 __init__.py:248(_register_at_fork_reinit_lock)
        6    0.000    0.000    0.000    0.000 function_base.py:1641(_extract_dispatcher)
        1    0.000    0.000    0.000    0.000 docstring.py:4(Substitution)
        2    0.000    0.000    0.000    0.000 Image.py:3006(register_save_all)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4202(MatchFirst)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolYScale)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1252(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 backend_tools.py:323(RubberbandBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2673(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 __init__.py:1248(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mlab.py:834(GaussianKDE)
        1    0.000    0.000    0.000    0.000 six.py:845(metaclass)
        1    0.000    0.000    0.000    0.000 patches.py:3128(_Base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _base.py:4214(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 artist.py:66(_finalize_rasterization)
        3    0.000    0.000    0.000    0.000 figure.py:2423(get_constrained_layout)
        3    0.000    0.000    0.000    0.000 markers.py:256(is_filled)
        1    0.000    0.000    0.000    0.000 core.py:978(_MaskedBinaryOperation)
        4    0.000    0.000    0.000    0.000 axis.py:1426(<dictcomp>)
        6    0.000    0.000    0.000    0.000 artist.py:418(is_transform_set)
        6    0.000    0.000    0.000    0.000 artist.py:1298(mouseover)
        1    0.000    0.000    0.000    0.000 ticker.py:278(FixedFormatter)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1229(<lambda>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 patches.py:2308(Square)
        1    0.000    0.000    0.000    0.000 _util.py:10(isPath)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 colors.py:82(<dictcomp>)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:835(_sort_dispatcher)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:432(NavigationToolbar2GTK3)
        1    0.000    0.000    0.000    0.000 __init__.py:513(get_cachedir)
        1    0.000    0.000    0.000    0.000 polar.py:260(ThetaTick)
        1    0.000    0.000    0.000    0.000 backend_tools.py:293(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1205(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 _base.py:36(_axis_method_wrapper)
        2    0.000    0.000    0.000    0.000 pyparsing.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 arrayprint.py:834(FloatingFormat)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 dates.py:1896(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:441(ToolXScale)
        1    0.000    0.000    0.000    0.000 subprocess.py:419(CompletedProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:23(OverridesProxyModule)
        3    0.000    0.000    0.000    0.000 arraysetops.py:342(_intersect1d_dispatcher)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 legend_handler.py:47(HandlerBase)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:743(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:210(PngInfo)
        1    0.000    0.000    0.000    0.000 tz.py:1020(tzstr)
        1    0.000    0.000    0.000    0.000 backend_tools.py:594(ToolHome)
        3    0.000    0.000    0.000    0.000 collections.py:722(_get_default_antialiased)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        6    0.000    0.000    0.000    0.000 collections.py:770(get_facecolor)
        1    0.000    0.000    0.000    0.000 Gio.py:488(ListStore)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4785(Optional)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 _option.py:143(OptionGroup)
        1    0.000    0.000    0.000    0.000 __init__.py:494(get_configdir)
        1    0.000    0.000    0.000    0.000 gridspec.py:482(GridSpecFromSubplotSpec)
        2    0.000    0.000    0.000    0.000 widgets.py:36(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:219(add)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:90(_take_dispatcher)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:606(Vf)
        1    0.000    0.000    0.000    0.000 transforms.py:2637(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 _mathtext.py:1551(Glue)
        1    0.000    0.000    0.000    0.000 _error.py:30(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        4    0.000    0.000    0.000    0.000 ticker.py:1746(tick_values)
        1    0.000    0.000    0.000    0.000 core.py:2600(MaskedIterator)
        6    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        3    0.000    0.000    0.000    0.000 collections.py:438(set_pickradius)
        1    0.000    0.000    0.000    0.000 _backend_gtk.py:101(_NavigationToolbar2GTK)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1647(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 backend_gtk3agg.py:14(FigureCanvasGTK3Agg)
        1    0.000    0.000    0.000    0.000 _base.py:4198(set_navigate)
        1    0.000    0.000    0.000    0.000 dataclasses.py:231(Field)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 GdkPixbuf.py:31(Pixbuf)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 docstring.py:68(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 Gio.py:86(DBusArgInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:367(_FuncPtr)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.001    0.001 pyparsing.py:5826(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 __init__.py:322(silent_list)
        7    0.000    0.000    0.000    0.000 enum.py:1009(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:3437(set_axis_on)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:613(_register_loader)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 Pango.py:29(FontDescription)
        1    0.000    0.000    0.000    0.000 inspect.py:2631(__init__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:600(_BackendAgg)
        2    0.000    0.000    0.000    0.000 _base.py:1093(get_axes_locator)
        1    0.000    0.000    0.000    0.000 __init__.py:73(get_projection_class)
        1    0.000    0.000    0.000    0.000 geo.py:347(MollweideTransform)
        1    0.000    0.000    0.000    0.000 backend_tools.py:401(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1601(Kern)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:198(_concrete_ndptr)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        2    0.000    0.000    0.000    0.000 figure.py:230(<genexpr>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 ticker.py:2210(LogLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:475(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 rrule.py:1308(_genitem)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6681(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:533(_BackendCairo)
        1    0.000    0.000    0.000    0.000 colorbar.py:213(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 backend_tools.py:933(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:361(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 geo.py:302(HammerTransform)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 rcsetup.py:353(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4288(Each)
        1    0.000    0.000    0.000    0.000 polar.py:497(RadialTick)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 widgets.py:3619(Lasso)
        6    0.000    0.000    0.000    0.000 transforms.py:2158(inverted)
        1    0.000    0.000    0.000    0.000 __init__.py:153(py_object)
        1    0.000    0.000    0.000    0.000 Gio.py:94(DBusMethodInfo)
        1    0.000    0.000    0.000    0.000 widgets.py:234(SliderBase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3745(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:211(HandlerLine2DCompound)
        2    0.000    0.000    0.000    0.000 __init__.py:437(__init__)
        1    0.000    0.000    0.000    0.000 category.py:128(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 patches.py:2331(Circle)
        1    0.000    0.000    0.000    0.000 Pango.py:45(Layout)
        1    0.000    0.000    0.000    0.000 Image.py:444(_E)
        1    0.000    0.000    0.000    0.000 _datasource.py:76(_FileOpeners)
        1    0.000    0.000    0.000    0.000 polar.py:204(_AxisWrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:174(wrapper)
        1    0.000    0.000    0.000    0.000 _factories.py:38(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2699(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 colors.py:1659(PowerNorm)
        1    0.000    0.000    0.000    0.000 backend_tools.py:603(ToolBack)
        1    0.000    0.000    0.000    0.000 ast.py:68(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 ImageFile.py:309(StubImageFile)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:569(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 dates.py:980(rrulewrapper)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 ticker.py:1665(IndexLocator)
        1    0.000    0.000    0.000    0.000 container.py:43(BarContainer)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 arrayprint.py:1179(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:1042(StreamHandler)
        1    0.000    0.000    0.000    0.000 scale.py:461(LogitTransform)
        1    0.000    0.000    0.000    0.000 variadic.py:6(VariadicSignatureType)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2826(NoMatch)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:191(setAccumulator)
        3    0.000    0.000    0.000    0.000 deprecation.py:400(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3254(Regex)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        1    0.000    0.000    0.000    0.000 scale.py:202(LogTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:312(FuncFormatter)
        2    0.000    0.000    0.000    0.000 scale.py:577(get_scale_names)
        1    0.000    0.000    0.000    0.000 core.py:6739(_frommethod)
        1    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 scale.py:309(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:702(OUT)
        1    0.000    0.000    0.000    0.000 Gio.py:426(ListModel)
        1    0.000    0.000    0.000    0.000 _backend_gtk.py:163(_BackendGTK)
        1    0.000    0.000    0.000    0.000 Gio.py:102(DBusSignalInfo)
        1    0.000    0.000    0.000    0.000 widgets.py:1579(Cursor)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1283(LocationEvent)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        1    0.000    0.000    0.000    0.000 core.py:201(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:628(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 types.py:52(MetaClassHelper)
        1    0.000    0.000    0.000    0.000 Gtk.py:472(Builder)
        1    0.000    0.000    0.000    0.000 dates.py:610(DateFormatter)
        2    0.000    0.000    0.000    0.000 axis.py:578(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:652(HandlerStem)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 Gtk.py:1569(IconSet)
        1    0.000    0.000    0.000    0.000 Gtk.py:1548(Paned)
        1    0.000    0.000    0.000    0.000 types.py:336(StructMeta)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 GLib.py:587(Timeout)
        1    0.000    0.000    0.000    0.000 _base.py:611(<dictcomp>)
        1    0.000    0.000    0.000    0.000 category.py:148(StrCategoryFormatter)
        2    0.000    0.000    0.000    0.000 subprocess.py:1726(_internal_poll)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 __init__.py:64(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:460(HPacker)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1370(MouseEvent)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:266(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 pyparsing.py:5130(Group)
        1    0.000    0.000    0.000    0.000 ast.py:405(NodeTransformer)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:35(TypeNADict)
        1    0.000    0.000    0.000    0.000 offsetbox.py:372(PackerBase)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 Gtk.py:410(UIManager)
        1    0.000    0.000    0.000    0.000 __init__.py:692(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 contextlib.py:375(_create_exit_wrapper)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:777(Quoter)
        1    0.000    0.000    0.000    0.000 __init__.py:1194(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:284(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:747(_BackendGTK3)
        1    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 GObject.py:392(_HandlerBlockManager)
        1    0.000    0.000    0.000    0.000 core.py:904(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 Gtk.py:184(__bool__)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 core.py:798(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 backend_tools.py:414(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 mathtext.py:360(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:612(ToolForward)
        2    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:613(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _base.py:97(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 colors.py:1710(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1123(IntegerFormat)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _mathtext.py:954(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 dispatcher.py:410(MethodDispatcher)
        1    0.000    0.000    0.000    0.000 tz.py:1237(tzical)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        2    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        2    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1159(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 patches.py:2774(Arc3)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 legend_handler.py:450(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:1280(disable)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1153(AnchoredText)
        1    0.000    0.000    0.000    0.000 tz.py:1771(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 core.py:205(update_nested_dict)
        1    0.000    0.000    0.000    0.000 axis.py:570(_LazyTickList)
        3    0.000    0.000    0.000    0.000 conflict.py:120(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:276(LogRecord)
        1    0.000    0.000    0.000    0.000 hatch.py:67(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 patches.py:3507(BracketA)
        1    0.000    0.000    0.000    0.000 scale.py:504(LogitScale)
        1    0.000    0.000    0.000    0.000 __init__.py:1743(RootLogger)
        1    0.000    0.000    0.000    0.000 hatch.py:31(VerticalHatch)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 gridspec.py:188(<listcomp>)
        1    0.000    0.000    0.000    0.000 GObject.py:649(Binding)
        3    0.000    0.000    0.000    0.000 _base.py:724(get_window_extent)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2840(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3394(QuotedString)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1673(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:386(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5191(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:327(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 Gio.py:39(Application)
        3    0.000    0.000    0.000    0.000 axis.py:1959(get_label_position)
        1    0.000    0.000    0.000    0.000 polar.py:227(ThetaLocator)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 ticker.py:1890(_Edge_integer)
        1    0.000    0.000    0.000    0.000 __init__.py:2147(NullHandler)
        2    0.000    0.000    0.000    0.000 backend_agg.py:328(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 Image.py:2467(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(FileHandler)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 geo.py:388(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        1    0.000    0.000    0.000    0.000 legend_handler.py:279(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 _parser.py:1359(_tzparser)
        1    0.000    0.000    0.000    0.000 pyplot.py:854(get_fignums)
        1    0.000    0.000    0.000    0.000 Gio.py:118(DBusNodeInfo)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:1010(HLT)
        1    0.000    0.000    0.000    0.000 __init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 Gio.py:110(DBusInterfaceInfo)
        1    0.000    0.000    0.000    0.000 deprecation.py:225(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3778(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1869(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        1    0.000    0.000    0.000    0.000 patches.py:2542(Sawtooth)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2775(_PendingSkip)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:631(LD)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 scale.py:90(LinearScale)
        1    0.000    0.000    0.000    0.000 index_tricks.py:208(MGridClass)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:22(PaletteFile)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:362(<listcomp>)
        1    0.000    0.000    0.000    0.000 _gtktemplate.py:123(Child)
        1    0.000    0.000    0.000    0.000 legend_handler.py:332(HandlerPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:77(get_projection_names)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1092(Box)
        2    0.000    0.000    0.000    0.000 core.py:884(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4654(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3071(Word)
        1    0.000    0.000    0.000    0.000 artist.py:89(_Unset)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 __init__.py:44(_DeprecatedAttribute)
        2    0.000    0.000    0.000    0.000 figure.py:72(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 geo.py:278(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 cm.py:126(__init__)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:687(IO)
        1    0.000    0.000    0.000    0.000 __init__.py:424(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:418(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:363(ParseException)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 ticker.py:1834(MultipleLocator)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:25(GimpPaletteFile)
        3    0.000    0.000    0.000    0.000 collections.py:550(get_hatch)
        1    0.000    0.000    0.000    0.000 hatch.py:48(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 scale.py:379(InvertedSymmetricalLogTransform)
